EDR3,l, b, d, ed, rv, erv, pml, epml, pmb, epmb, pmlpmbcorr, pmem, type
3706876429390948352,290.574156,66.232474,31.48,6.017,22.3,5.032,-0.8958,0.1285,-0.8536,0.0969,0.1675,0.028,KGiant
3707756382291031040,290.352942,66.838196,9.66,2.498,157.199,2.493,-5.1738,0.067,-4.3569,0.0469,0.0211,0.0,KGiant
3707829392438428672,289.319969,67.136725,39.69,6.975,19.8,2.547,-1.0071,0.1765,-0.8501,0.1002,0.3048,0.96,KGiant
3707622787331135488,288.623659,66.23625,26.07,4.419,221.1,1.872,-1.5556,0.1275,-1.7852,0.0919,-0.0123,0.001,KGiant
3701587537942011904,288.586261,65.723138,25.66,4.662,163.5,2.497,-1.018,0.1403,-1.7952,0.0886,0.3013,0.0,KGiant
3701601178758147072,288.546935,65.844347,22.55,3.803,228.1,2.661,-1.9935,0.1101,-2.0436,0.0701,0.1789,0.001,KGiant
3708016240694936576,288.037806,67.014906,25.01,5.182,281.2,1.826,-2.2556,0.0968,-2.6318,0.0792,-0.0011,0.0,KGiant
3707720029686616064,288.141084,66.698351,25.44,4.964,46.8,2.458,1.4038,0.0716,-0.5456,0.0499,-0.0153,0.0,KGiant
3707934125216043008,287.653375,66.97433,32.86,2.768,-46.4,1.372,-0.6363,0.0611,-1.4091,0.0399,0.131,0.001,KGiant
3707957627277010432,286.08408,66.797899,18.71,3.784,-43.7,1.868,-0.1213,0.0964,-2.4458,0.0783,0.0064,0.0,KGiant
3707956042433547776,286.222021,66.739832,29.12,6.117,37.6,2.991,-0.6897,0.0998,-1.2931,0.0826,-0.085,0.0,KGiant
3707967110564797440,285.758392,66.694586,27.88,3.699,111.1,1.803,0.0382,0.0582,-2.0099,0.0465,0.1269,0.0,KGiant
3701955496380189696,284.989677,66.426161,18.58,3.899,80.0,1.942,-0.9416,0.1069,-2.1573,0.0703,0.1857,0.0,KGiant
3894112573721538560,284.823999,66.528572,33.65,4.212,74.6,1.705,-0.5708,0.0968,-1.5235,0.0711,0.1874,0.0,KGiant
3701850699178179584,285.234174,65.839933,34.85,4.191,-66.0,2.419,-0.485,0.0627,-1.5818,0.0434,0.1193,0.0,KGiant
3900378690488004608,285.811559,68.228742,31.73,3.532,221.8,1.184,-0.3665,0.0636,-1.1623,0.0527,-0.0199,0.0,KGiant
3900358658760509440,285.108126,68.004309,24.11,2.689,341.5,1.075,-0.843,0.0577,-2.6996,0.0397,0.0603,0.0,KGiant
3900368210767798272,285.646115,68.001002,51.08,4.727,159.2,2.109,-1.2663,0.0747,-0.9063,0.0678,-0.0809,1.0,KGiant
3900311787781951488,286.527376,67.908388,23.82,4.971,13.7,2.513,-0.6731,0.161,-1.9775,0.1065,-0.0037,0.0,KGiant
3900300556442993664,286.974439,67.931159,38.89,3.675,22.6,1.193,-0.989,0.0755,-1.0446,0.0576,-0.0403,0.994,KGiant
3708140799042173440,287.415529,67.801581,27.83,1.886,12.4,0.76,-1.1923,0.0585,-1.0998,0.0546,-0.1842,0.025,KGiant
3708099258118465536,286.931367,67.296168,11.68,2.309,301.5,1.345,-2.2345,0.0614,-2.4742,0.0442,0.0297,0.0,KGiant
3708137981543627776,287.5662,67.795867,20.27,2.107,-72.1,0.975,-0.8704,0.0454,-2.4287,0.0431,-0.1069,0.0,KGiant
3708022361024072704,289.040761,67.272614,15.48,3.82,-188.0,1.453,-1.0383,0.1003,-1.3061,0.0496,0.2514,0.0,KGiant
3708047443633082880,289.056497,67.361982,21.7,4.121,-76.5,1.402,-0.1522,0.1199,-2.4249,0.082,0.1489,0.0,KGiant
3708520920827961856,288.283751,68.000289,31.21,4.0,3.2,1.026,-1.2483,0.0665,-1.0904,0.0465,-0.0194,0.963,KGiant
3707860973334034944,289.511,67.437475,14.24,2.329,-140.7,2.204,-2.0264,0.0696,-3.6296,0.042,0.0907,0.023,KGiant
3708520508511125504,288.937803,68.290565,18.9,2.646,251.8,1.359,-2.4467,0.0821,-1.8459,0.0717,-0.2035,0.0,KGiant
3707861935406739968,290.048588,67.430529,41.54,6.456,28.3,2.081,-1.0139,0.1321,-0.925,0.1073,-0.228,0.981,KGiant
3708229137930282496,290.851542,67.634888,24.84,4.461,90.7,2.308,-0.9976,0.1559,-1.3884,0.0808,0.2967,0.0,KGiant
3931907598731299840,287.926216,75.795377,38.08,4.736,-89.8,1.208,-0.9668,0.0622,-1.1324,0.05,0.0517,0.991,KGiant
3932102762045246464,287.703947,76.017323,8.28,2.335,99.7,2.491,-1.9611,0.0471,-7.8291,0.0407,-0.2047,0.0,KGiant
3931874952684952576,286.973543,75.528647,21.73,3.203,-38.9,1.189,-1.4635,0.0796,-1.354,0.071,-0.1739,0.009,KGiant
3932077640781025280,286.863039,75.852852,19.84,4.714,126.6,2.603,-1.7684,0.1201,-2.7051,0.1112,-0.295,0.0,KGiant
3932102487167339008,287.476117,75.979698,11.27,2.871,214.3,2.368,-2.2605,0.0481,-4.8237,0.0447,-0.1077,0.0,KGiant
3932097264487068672,285.454501,75.907472,12.89,3.678,18.6,2.659,0.1374,0.0736,-1.234,0.0799,-0.3765,0.0,KGiant
3932204741748673536,284.739362,76.562248,17.21,2.479,66.9,1.561,-1.2075,0.0423,-2.9428,0.0474,-0.3907,0.0,KGiant
3932189481729615360,284.633121,76.239175,36.53,8.785,-39.5,4.758,-1.0446,0.1572,-1.2468,0.1723,-0.2102,0.925,KGiant
3931975764156946432,285.414767,75.474953,28.99,5.925,-67.9,2.811,-1.5558,0.1677,-1.2402,0.189,-0.3764,0.986,KGiant
3932990269791772672,281.298393,76.33059,41.07,5.5,130.8,3.149,-1.1933,0.095,-1.0885,0.0856,-0.0802,0.997,KGiant
3932046824391248384,283.716444,75.71156,34.04,3.838,-0.5,1.468,-0.8934,0.0601,-0.9611,0.0584,-0.2634,0.07,KGiant
3933193649378792448,279.598193,76.385324,28.55,2.3,-10.3,1.13,-0.9733,0.0709,-1.1288,0.0634,-0.0336,0.001,KGiant
3933230173780698112,279.790566,76.662373,42.06,2.718,20.1,1.476,-0.7157,0.0564,-1.1278,0.044,0.1324,0.979,KGiant
3933643040396842496,280.766761,77.493838,20.88,4.657,-137.6,2.604,1.0105,0.1523,-2.0142,0.1587,-0.2866,0.0,KGiant
3933420183133658624,282.022951,77.005409,36.88,7.836,-23.0,3.236,-1.1023,0.1288,-1.1139,0.1373,-0.4246,0.983,KGiant
3933026935928303616,282.609178,76.809265,41.58,6.7,-11.2,3.299,-1.0124,0.1556,-1.2604,0.1654,-0.365,0.984,KGiant
3933783846604696576,282.758354,78.305743,35.85,6.426,-27.1,3.156,-0.7611,0.1775,-1.2943,0.1782,-0.1865,0.4,KGiant
3933426505325525504,281.914829,77.135532,8.56,1.777,12.301,1.481,2.2626,0.0422,-6.9652,0.0499,-0.4675,0.0,KGiant
3933411112162761728,283.589606,77.097809,21.84,3.787,-35.1,2.471,-1.4915,0.1241,-1.4522,0.1093,-0.0209,0.08,KGiant
3933416025605323776,282.886835,77.13243,41.5,7.832,-63.2,3.59,-0.9183,0.1765,-1.0792,0.1714,-0.1414,0.964,KGiant
3933565005135441920,283.839741,77.853209,27.05,4.752,-57.6,2.707,-0.001,0.1594,-1.7302,0.1485,-0.223,0.0,KGiant
3933365138832848896,284.28741,77.162118,37.83,3.576,-16.0,1.378,-1.1296,0.064,-1.173,0.0546,-0.0967,0.999,KGiant
3933352013412788224,284.142736,76.916702,18.33,2.713,-56.3,1.543,-0.7437,0.0637,-3.4939,0.0585,-0.0597,0.0,KGiant
3933348474359763968,285.055687,77.084805,44.2,6.828,2.3,2.479,-0.8974,0.1164,-1.1027,0.1075,-0.0969,0.979,KGiant
3933396543633747968,285.429228,77.484031,18.5,5.037,-5.1,2.74,-1.3298,0.1748,-2.9893,0.116,0.1253,0.0,KGiant
3933366822460052480,285.817303,77.062694,22.15,3.757,163.9,3.149,-1.3443,0.092,-2.0504,0.0858,-0.1517,0.0,KGiant
3933347340488396800,285.260562,77.052383,20.43,3.329,32.701,3.394,2.1816,0.0756,-1.8428,0.0594,0.0313,0.0,KGiant
3932704297984738304,288.361646,77.381095,20.14,2.882,140.1,1.087,-1.7474,0.051,-2.8089,0.0524,-0.1416,0.0,KGiant
3932757173327239168,288.447203,77.856761,31.4,9.406,-89.5,6.349,-0.7375,0.2126,-2.2844,0.159,-0.1154,0.0,KGiant
3932739344917880320,289.524184,77.737229,16.46,2.861,127.5,1.932,-1.3393,0.0777,-2.5048,0.0847,-0.2528,0.0,KGiant
3928962110160139264,297.650795,75.768995,40.09,1.904,-3.2,0.994,-1.3588,0.0385,-0.8074,0.0411,-0.3689,1.0,KGiant
3929081819489410048,299.779497,76.214197,39.25,6.806,-1.1,2.821,-1.006,0.1306,-0.6735,0.1171,-0.2643,0.809,KGiant
3928958498092322816,296.694313,75.720255,37.32,9.344,-74.3,3.651,-1.7821,0.1473,-0.8347,0.1427,-0.1253,0.982,KGiant
3928939226574377984,296.845384,75.498207,20.84,4.252,-170.5,3.254,-2.4321,0.107,-1.7002,0.0758,-0.2165,0.976,KGiant
3928953687728699904,297.062869,75.615618,28.33,5.962,77.9,3.111,-1.4196,0.1317,-1.6855,0.1088,-0.1228,0.0,KGiant
3929310895864083968,297.416557,76.664085,40.66,3.88,-25.4,1.201,-1.3221,0.0737,-0.841,0.0658,-0.2373,0.999,KGiant
3929120164956187648,295.239019,75.581008,10.75,1.812,67.9,1.395,-1.465,0.0582,-2.8305,0.0626,-0.5184,0.0,KGiant
3929224000085521408,294.987372,76.097085,13.43,3.337,-47.9,1.588,-0.5943,0.0586,-3.6976,0.0624,-0.4148,0.0,KGiant
3929121779863891456,295.352194,75.609178,28.17,3.466,-0.3,1.229,-0.648,0.0844,-1.5569,0.0706,-0.2084,0.0,KGiant
3929325704911285248,295.423123,76.382538,18.76,3.019,-83.3,1.107,-0.1972,0.064,-3.4934,0.0575,-0.0728,0.0,KGiant
3929349310052121600,295.781627,76.646168,23.91,3.011,304.1,1.869,-1.5323,0.0533,-3.2036,0.0486,-0.2537,0.0,KGiant
3929244920871291904,294.239558,76.34962,33.15,8.504,-54.9,3.238,-1.3782,0.1696,-1.0387,0.1428,-0.1599,0.952,KGiant
3932271090403533824,292.90848,76.642148,18.68,2.905,-7.4,1.381,-0.8478,0.0852,-2.6573,0.0747,-0.355,0.0,KGiant
3929115698190170112,294.28248,75.458178,17.17,2.702,196.7,1.714,-3.0843,0.0658,-4.0259,0.063,-0.2672,0.0,KGiant
3932216286620808192,292.105205,76.05918,8.44,1.627,112.4,1.527,-3.0289,0.0461,-2.6807,0.0386,-0.1145,0.0,KGiant
3932323420285029376,291.686945,76.706048,27.76,4.739,-13.1,1.816,-1.0674,0.1294,-0.9987,0.1264,-0.3507,0.002,KGiant
3929184692544795648,293.043163,75.672946,27.44,4.515,210.9,1.623,-1.3836,0.0693,-1.842,0.0748,-0.2438,0.0,KGiant
3931831320112174592,291.157314,75.772068,11.94,1.831,60.8,0.851,-2.2811,0.0456,-3.4619,0.0459,-0.2197,0.0,KGiant
3934207777056556544,292.34367,78.12644,22.81,6.051,14.6,2.093,-0.7397,0.0842,-1.6118,0.0853,-0.3426,0.0,KGiant
3934183587800765440,292.939494,77.907131,41.19,3.137,-28.7,1.247,-1.272,0.0718,-0.9842,0.0664,-0.3445,1.0,KGiant
3933912553889187840,296.062056,77.37523,34.08,4.658,-22.0,1.276,-1.2854,0.1019,-0.8103,0.1065,-0.3843,0.958,KGiant
3933899570203386368,296.245327,77.321078,19.06,4.836,-62.9,2.263,-0.956,0.0824,-3.4762,0.0873,-0.2815,0.0,KGiant
3932390829796179968,296.23484,77.077505,31.55,6.028,-110.2,3.066,-0.9381,0.1522,-1.1128,0.1966,-0.3431,0.123,KGiant
3934018832855238656,295.190965,77.986859,34.15,4.296,-28.9,1.163,-1.402,0.0719,-0.7659,0.0783,-0.314,0.989,KGiant
3934014434808745472,296.392711,78.093335,35.29,5.972,-48.8,1.548,-1.42,0.0898,-1.0664,0.0848,-0.3167,0.974,KGiant
3933929531895272960,298.032399,77.5196,22.85,3.3,-16.7,1.566,-0.1967,0.0625,-1.1862,0.0703,-0.2525,0.0,KGiant
3933911729255581184,297.237791,77.616494,11.91,2.4,16.3,1.353,-1.0386,0.0677,-1.2069,0.0593,-0.1867,0.0,KGiant
3933908121482977280,297.128992,77.484607,30.94,7.092,-55.0,3.826,-1.6142,0.1589,-1.0607,0.1584,-0.2283,0.938,KGiant
3930855572262415360,299.958438,77.180353,46.58,2.798,-6.4,0.946,-1.0577,0.058,-0.812,0.0504,-0.2752,0.996,KGiant
3930858389761381376,300.673207,77.32003,26.67,5.01,10.1,1.849,-0.8676,0.1146,-1.5213,0.1079,-0.2746,0.0,KGiant
3930906218516749824,300.090669,77.352734,35.81,2.604,-31.1,0.976,-1.3221,0.0537,-0.8035,0.0444,-0.2615,0.991,KGiant
3835480703853180416,239.446443,44.237838,12.7,1.952,261.8,2.057,3.0205,0.0569,-3.2156,0.0521,0.0293,0.0,KGiant
3835371229431550976,238.36987,43.626668,20.6,3.284,223.0,1.773,0.3072,0.0795,-1.3652,0.0964,0.2145,0.0,KGiant
3835271075089324032,238.977922,43.423389,22.35,4.798,331.9,2.605,1.3338,0.0816,-1.7529,0.0851,0.226,0.0,KGiant
3835369309581273088,238.48939,43.585355,20.51,2.785,207.2,2.276,1.2428,0.0844,-1.4669,0.0831,0.1157,0.0,KGiant
3835761968376133120,238.207144,44.037895,23.93,3.23,66.8,1.406,1.2943,0.0606,-1.4752,0.0549,0.1368,0.0,KGiant
3835748709812387328,238.409249,43.83449,14.9,2.367,-59.9,1.675,-0.003,0.0537,-0.8813,0.0586,0.2041,0.0,KGiant
3835753520175758336,238.258989,43.843615,13.34,2.777,338.4,1.687,1.055,0.0479,-3.3392,0.051,0.185,0.0,KGiant
3835375421319642112,238.267785,43.62824,18.27,2.383,66.1,1.398,1.958,0.051,-2.1102,0.0531,0.1872,0.0,KGiant
3836504349178540032,238.129631,43.788602,32.29,3.882,32.1,1.778,1.4004,0.0729,-1.5905,0.0758,0.2228,0.0,KGiant
3836527640785829888,237.613387,43.730286,27.37,4.599,225.3,2.375,1.0758,0.093,-1.189,0.1046,0.2106,0.0,KGiant
3835364220044904448,238.390887,43.4826,14.68,3.215,316.2,2.304,-0.1366,0.0802,-3.0153,0.0762,0.0813,0.004,KGiant
3835312920955211776,238.675537,42.99096,31.04,6.1,18.4,2.201,2.0262,0.1209,-0.3187,0.1375,0.1103,0.0,KGiant
3835324641921403904,238.559564,43.268945,39.31,3.528,71.1,1.284,0.7585,0.0854,-0.8064,0.0829,0.0182,0.0,KGiant
3835256811502612480,239.059106,43.031326,29.08,3.799,-5.4,1.46,1.2402,0.088,-0.9568,0.0793,-0.066,0.0,KGiant
3836809360576102400,236.355075,43.51413,11.28,2.267,127.6,1.452,2.7658,0.0615,-1.6481,0.0625,-0.019,0.0,KGiant
3837003694960939520,236.025481,44.504639,20.94,3.981,114.0,2.275,2.1515,0.0886,-1.9268,0.0858,0.1692,0.0,KGiant
3836944222549077504,236.463332,44.424119,18.74,2.431,301.9,1.691,1.094,0.0505,-2.1202,0.0507,0.153,0.0,KGiant
3836956385896446976,236.400142,44.796358,10.88,1.923,120.8,1.314,2.0922,0.0456,-3.5678,0.0459,0.1853,0.0,KGiant
3836567777255513088,237.766792,44.506776,50.88,5.05,138.3,1.34,0.5409,0.0959,-0.5208,0.0936,0.1274,0.0,KGiant
3836989676187800064,236.30057,45.145072,15.48,2.999,203.6,2.171,0.0761,0.0643,-2.4789,0.0632,0.232,0.013,KGiant
3836962192692250112,236.728032,44.988417,10.48,2.182,0.201,1.231,5.8471,0.0454,-2.4571,0.0457,0.1452,0.0,KGiant
3836699237614580736,237.64303,45.158418,13.61,3.027,328.5,2.054,3.4377,0.0628,-6.7504,0.068,0.212,0.0,KGiant
3836785343118865408,236.7537,45.355596,20.97,2.843,56.2,0.995,1.6896,0.0546,-1.0352,0.0578,0.1088,0.0,KGiant
3836758405083998720,237.090557,45.133207,11.11,2.113,86.2,1.614,2.5563,0.0399,-3.3063,0.0416,0.1692,0.0,KGiant
3835819662672356352,238.949831,44.923515,29.29,5.688,45.5,3.0,0.6953,0.1547,-1.3542,0.1691,0.1473,0.019,KGiant
781261393030329216,171.078601,59.842359,11.88,1.78,149.699,2.088,6.3342,0.0384,-2.3384,0.0309,0.5457,0.0,KGiant
781304480142273024,171.334227,59.634684,9.67,2.977,52.8,1.922,5.2627,0.0347,-0.5691,0.0269,0.4448,0.0,KGiant
829263631165251968,171.329897,59.235548,17.46,2.938,-173.4,1.946,2.1926,0.0585,2.4285,0.0503,0.659,0.0,KGiant
781172092067273216,172.729631,59.148052,18.7,4.51,154.0,2.813,4.1988,0.0631,-0.8208,0.0546,0.4095,0.0,KGiant
828933262279663104,172.3054,58.287723,10.69,2.726,-90.8,1.365,3.605,0.0347,0.2227,0.0272,0.5984,0.0,KGiant
829130143574803328,171.794435,58.248244,21.7,3.687,143.8,1.819,3.4356,0.0888,0.0108,0.0591,0.6343,0.0,KGiant
829119423336398592,172.006409,57.921965,7.81,1.921,80.6,1.986,2.2873,0.0256,0.0597,0.0205,0.4068,0.0,KGiant
781333926437798016,170.190613,59.639089,10.28,2.295,-228.7,1.558,5.5935,0.0283,-0.0964,0.0244,0.4501,0.0,KGiant
778416509768207872,172.084316,62.276454,11.41,2.916,17.2,2.287,8.3974,0.0408,1.6841,0.0397,0.0937,0.52,KGiant
781728994705222784,171.513952,61.165356,13.88,3.06,45.0,2.059,4.0696,0.0511,0.108,0.0455,0.1354,0.0,KGiant
780229187830481792,171.94163,60.963893,24.3,2.772,-46.9,1.263,1.7991,0.0342,0.2193,0.0348,0.1086,0.0,KGiant
780144014333903872,173.436226,61.142105,77.27,5.332,-13.4,3.873,1.0149,0.1157,0.2667,0.1057,0.0996,0.0,KGiant
780972908662615040,172.519839,60.371846,18.65,4.5,58.4,2.777,2.9595,0.0849,-0.2641,0.0815,0.1065,0.0,KGiant
781833860627109888,168.870032,62.006901,24.47,2.731,-53.8,1.102,2.3207,0.0276,0.7387,0.0274,0.1902,0.0,KGiant
727284408713300992,204.832712,55.656199,84.59,8.145,137.9,2.782,0.4891,0.0822,-0.6062,0.0993,0.3721,0.973,KGiant
739374118881188480,203.730519,55.612461,25.95,4.696,108.2,2.759,1.6263,0.1205,-0.8083,0.1207,0.2856,0.0,KGiant
739419237512738176,203.067843,55.644699,15.89,2.871,-77.9,1.468,3.4621,0.037,-1.1226,0.0432,0.3608,0.0,KGiant
739398823532843648,203.104389,55.430036,27.05,5.898,-21.7,2.675,1.1703,0.087,-0.2461,0.0922,0.304,0.0,KGiant
739371717994607744,203.731639,55.503536,20.01,3.783,45.0,1.985,2.3627,0.0629,-1.1517,0.0675,0.2607,0.0,KGiant
739377829732936448,203.647659,55.537094,23.53,4.537,-63.8,2.415,1.3496,0.0817,-2.1371,0.1002,0.2445,0.995,KGiant
739595056294053760,202.93655,55.02202,15.68,3.234,-129.301,2.258,1.7839,0.0415,-3.6669,0.0449,0.3039,0.996,KGiant
739589176483163264,202.947358,55.253986,64.71,5.906,188.1,3.704,0.4636,0.0775,-0.8975,0.0908,0.3229,0.999,KGiant
740429100287808000,201.797281,54.800561,16.29,2.36,-114.6,2.069,1.7905,0.0544,-3.1785,0.0494,0.568,0.997,KGiant
740452052593117184,201.236269,54.603513,53.56,5.253,-30.8,2.768,1.3608,0.1372,0.027,0.1068,0.6357,0.0,KGiant
739571790455851008,202.443503,54.578968,21.39,3.209,-59.3,1.603,2.1887,0.0565,-0.6122,0.0559,0.4429,0.0,KGiant
741210410674130176,201.053054,55.830742,24.63,6.135,-77.5,3.463,1.8412,0.0978,-2.1489,0.1081,0.2158,0.945,KGiant
739643911546727168,201.991367,55.596777,58.2,6.086,-44.9,2.036,1.3004,0.1066,0.0418,0.107,0.4553,0.0,KGiant
727874193622509824,205.06995,58.902695,20.47,3.114,153.5,2.043,2.0597,0.0708,-1.5317,0.0775,0.3079,0.0,KGiant
727846254859690752,205.695525,58.16478,30.85,4.869,242.5,2.998,0.7257,0.087,-0.5429,0.1059,0.294,0.0,KGiant
728512769360016512,205.545055,57.777109,11.7,1.979,182.1,1.614,3.7388,0.0292,-2.1091,0.037,0.335,0.0,KGiant
728490465594373632,205.620768,57.505267,30.28,4.928,183.5,2.641,1.4683,0.0946,-1.1097,0.1055,0.1739,0.0,KGiant
728509470825087360,205.373213,57.991825,18.36,3.326,96.1,1.77,1.8549,0.0514,-1.2143,0.0587,0.3187,0.0,KGiant
728477550628209792,206.000955,57.374492,23.2,3.845,-87.0,1.729,0.8921,0.057,-1.6662,0.0545,0.3244,0.82,KGiant
728772769499948672,204.103531,57.022455,19.23,4.231,-65.4,2.254,1.6066,0.0555,-2.5919,0.0493,0.3218,0.982,KGiant
727252969552667136,204.954461,56.643485,12.44,2.041,118.7,1.266,3.4033,0.043,-2.2914,0.0473,0.3479,0.0,KGiant
728861791287210240,203.150035,57.201727,20.67,3.401,195.7,1.498,2.0324,0.063,-1.6396,0.067,0.2437,0.0,KGiant
728973735314883584,202.717194,57.147994,26.34,4.204,-91.5,2.294,2.161,0.0813,0.0511,0.0816,0.1811,0.0,KGiant
728952092974595584,203.291076,57.436915,27.78,2.23,-83.3,0.802,2.107,0.0243,0.3942,0.0286,0.3203,0.0,KGiant
728729231416835968,203.477676,58.09714,40.19,7.203,29.6,2.925,1.4655,0.0925,-0.7408,0.1271,0.2638,0.0,KGiant
728733766901931392,203.384057,58.381807,21.95,4.275,-79.8,1.793,1.657,0.0695,-2.0572,0.0808,0.2756,0.962,KGiant
728925013205471232,203.147826,58.114995,56.44,8.142,46.7,2.101,0.8223,0.1055,-0.2923,0.1089,0.3315,0.0,KGiant
729323075069851264,202.353425,58.254199,22.3,3.364,-69.9,1.294,1.4207,0.0494,-2.0176,0.0627,0.2407,0.993,KGiant
729318539584394752,202.282251,58.471206,19.17,4.598,-61.7,1.921,1.3949,0.0654,-1.8565,0.0873,0.2564,0.807,KGiant
729029333666514176,204.155887,59.005141,21.99,4.259,279.2,1.845,1.7123,0.056,-0.1577,0.0701,0.1995,0.0,KGiant
729029677263896704,204.097244,59.094167,33.05,5.823,181.8,2.711,1.379,0.0937,-1.0611,0.1247,0.1929,0.0,KGiant
729055996823461504,203.838359,59.244146,24.56,3.59,-73.7,1.789,1.498,0.0512,-1.8436,0.0594,0.4075,0.982,KGiant
754792845314906496,184.943336,58.667245,21.07,4.26,6.2,2.448,2.5981,0.0867,-0.2621,0.0873,-0.0006,0.0,KGiant
754734983515877376,185.114988,58.010327,91.73,5.587,-1.7,2.583,0.3609,0.0973,-0.1707,0.086,0.3889,0.01,KGiant
754205362508416640,185.044064,55.99135,18.5,5.547,211.9,3.016,2.6706,0.0648,-0.2249,0.0802,0.1405,0.0,KGiant
802346452633989504,184.357309,55.943733,10.35,2.413,-127.299,1.489,7.493,0.0323,1.7149,0.0419,-0.0282,0.0,KGiant
755680082479025280,182.482036,58.151053,16.04,2.026,270.2,0.818,4.2419,0.0378,-0.8698,0.0345,0.1684,0.0,KGiant
755667953491536256,182.683496,58.397772,40.02,5.28,22.5,2.116,1.5171,0.0853,-0.1753,0.0744,0.2897,0.0,KGiant
730441106596428928,206.926979,64.421558,28.4,4.174,-110.6,1.9,1.5528,0.0451,-0.2985,0.057,0.5103,0.0,KGiant
730536454870358016,205.703697,64.493828,26.83,5.802,203.6,2.771,1.6426,0.109,-0.985,0.1275,0.3117,0.0,KGiant
730517449640497280,206.027767,63.935176,27.14,5.35,-52.9,2.349,1.2935,0.083,-1.8337,0.0745,0.3102,0.977,KGiant
730131628432847360,206.588319,63.711099,19.16,3.535,-70.2,1.958,1.4844,0.1069,-2.5384,0.0741,0.5095,0.966,KGiant
730879154605715456,206.101792,63.298901,40.01,7.101,107.5,2.62,1.5138,0.1235,-1.0887,0.1057,0.4941,0.0,KGiant
730853870133464960,206.725073,63.226621,10.32,2.176,44.2,1.625,4.1129,0.0366,-1.7679,0.0396,0.3857,0.0,KGiant
730907471325294592,205.762735,63.263016,9.93,2.095,-36.4,2.139,5.2045,0.0383,-1.5892,0.0367,0.4759,0.0,KGiant
731682420864601728,201.918575,63.05853,13.42,1.766,18.5,2.043,2.8365,0.0346,-2.7858,0.0297,0.386,0.001,KGiant
731764605063367808,201.953844,63.652867,20.26,2.51,-143.9,1.552,1.6359,0.0702,-2.5202,0.075,0.2326,0.997,KGiant
731725095659620480,201.755961,63.885802,32.33,4.911,2.5,1.704,1.5999,0.0887,-0.5373,0.0797,0.3386,0.0,KGiant
731412623904142208,202.864419,63.944432,23.64,3.736,-78.9,1.437,1.4575,0.0631,-1.9309,0.0641,0.3422,0.978,KGiant
731397853511573632,203.592662,63.831297,15.99,3.818,-67.5,1.347,3.3899,0.0709,-1.5152,0.0699,0.3872,0.0,KGiant
731746123819484672,201.108616,64.415372,19.43,2.89,-125.3,1.32,1.734,0.0734,-2.9,0.0767,0.0798,0.996,KGiant
731733475140445440,201.578713,64.375056,14.09,3.763,36.5,1.581,2.8525,0.0517,-1.7357,0.0407,0.301,0.0,KGiant
731525293781192192,202.381928,64.56168,24.01,3.114,-79.5,1.331,1.2558,0.063,-2.1929,0.0549,0.3552,0.998,KGiant
733055229851446656,201.211921,64.646512,24.5,3.667,-155.4,1.75,2.9288,0.0751,-0.2118,0.0856,0.4276,0.0,KGiant
730677879553491072,204.145246,65.234276,28.16,3.254,-71.2,1.57,1.289,0.0405,-1.8114,0.0462,0.4079,0.997,KGiant
817521121847165440,178.030045,45.688917,16.26,2.573,118.8,1.877,3.0933,0.0369,-0.9967,0.0477,-0.0281,0.0,KGiant
817522049560099456,177.907162,45.709895,22.5,5.152,112.9,3.379,2.3387,0.0802,-0.3561,0.0937,0.0204,0.0,KGiant
817846371130414208,176.866523,45.488511,21.14,3.954,-85.5,1.884,2.9565,0.0409,0.6735,0.05,0.0162,0.0,KGiant
817803009140345088,176.9189,45.18941,22.38,3.392,-65.4,1.357,2.0314,0.0291,0.4648,0.0329,-0.0098,0.0,KGiant
816188513754912640,178.530323,44.82397,13.2,2.235,-112.9,1.682,4.1335,0.0301,1.7646,0.0409,0.0812,0.0,KGiant
817810877520439552,176.949448,44.98717,9.12,1.778,27.7,1.926,5.8899,0.0236,0.713,0.0283,0.0256,0.0,KGiant
817773627268467200,177.689098,44.617297,49.6,6.625,-13.7,3.057,0.9215,0.0623,0.2168,0.0897,0.0425,0.0,KGiant
817299742052690304,176.833058,43.675481,28.73,6.586,106.9,3.853,1.6694,0.0632,-0.4045,0.0657,0.1933,0.0,KGiant
818730996954384256,175.094739,45.126483,36.33,3.862,-100.8,1.432,2.0337,0.0415,0.3086,0.0534,-0.1666,0.0,KGiant
818736494512519168,175.01194,45.234026,42.04,6.128,40.0,1.608,0.9395,0.0655,0.1009,0.0824,-0.0829,0.0,KGiant
817873957704595328,176.410108,45.867315,36.03,6.971,113.8,4.006,0.6229,0.0929,-0.0299,0.1001,0.0988,0.0,KGiant
818042015480839040,176.523467,46.282371,18.94,3.048,9.7,1.598,2.4798,0.0419,-0.8235,0.0618,0.0662,0.0,KGiant
814233646503353984,179.335394,47.22012,28.02,6.204,130.0,4.021,0.64,0.0984,-0.2338,0.1151,0.151,0.0,KGiant
814555842066743680,178.277714,46.636785,45.04,7.202,120.2,3.388,0.6114,0.0984,-0.3101,0.0925,0.2686,0.0,KGiant
817572077339007744,177.801916,46.011203,21.38,5.68,-47.4,3.805,2.6899,0.0635,0.3459,0.081,0.0461,0.0,KGiant
818125303486746880,175.715739,47.023012,21.41,5.093,-76.3,2.512,2.1561,0.0809,0.356,0.089,0.1669,0.0,KGiant
